,Country,Cause of Death,Date
1980,India,Veh.Accident,01/16/2008
1981,India,Veh.Accident,01/16/2008
1982,India,Veh.Accident,02/14/2008
1983,India,Veh.Accident,08/17/2008
1984,India,Veh.Accident,09/01/2008
1985,India,Suicide,09/01/2008
1986,India,Veh.Accident,11/03/2008
1987,India,Veh.Accident,11/22/2008
1988,India,Terrorist Action,11/22/2008
1989,India,Terrorist Action,11/26/2008
1990,India,Terrorist Action,11/26/2008
1991,India,Terrorist Action,11/26/2008
1992,India,Terrorist Action,11/26/2008
1993,India,Terrorist Action,11/26/2008
1994,India,Veh.Accident,11/28/2008
1995,India,Other Accident,01/14/2009
1996,India,Veh.Accident,02/05/2009
1997,India,Drowning,05/11/2009
1998,India,Other Accident,08/09/2009
1999,India,Drowning,09/06/2009
2000,India,Drowning,09/30/2009
2001,India,Other Accident,09/30/2009
2002,India,Veh.Accident,10/06/2009
2003,India,Veh.Accident,10/15/2009
2004,India,Other Accident,10/16/2009
2005,India,Other Accident,10/21/2009
2006,India,Other Accident,10/23/2009
2007,India,Veh.Accident,11/17/2009
2008,India,Drowning,12/02/2009
2009,India,Other Accident,12/15/2009
2010,India,Veh.Accident,03/12/2010
2011,India,Other Accident,03/13/2010
2012,India,Homicide,03/27/2010
2013,India,Other Accident,04/04/2010
2014,India,Drowning,04/28/2010
2015,India,Veh.Accident,07/07/2010
2016,India,Suicide,07/26/2010
2017,India,Homicide,08/04/2010
2018,India,Veh.Accident,08/13/2010
2019,India,Suicide,08/29/2010
2020,India,Homicide,09/04/2010
2021,India,Suicide,09/06/2010
2022,India,Veh.Accident,11/20/2010
2023,India,Suicide,12/21/2010
2024,India,Suicide,01/26/2011
2025,India,Other Accident,03/04/2011
2026,India,Veh.Accident,03/05/2011
2027,India,Veh.Accident,06/08/2011
2028,India,Veh.Accident,06/09/2011
2029,India,Other Accident,09/01/2011
2030,India,Veh.Accident,09/15/2011
2031,India,Other Accident,10/13/2011
2032,India,Suicide,10/31/2011
2033,India,Veh.Accident,12/18/2011
2034,India,Veh.Accident,12/19/2011
2035,India,Veh.Accident,12/19/2011
2036,India,Veh.Accident,12/19/2011
2037,India,Veh.Accident,12/19/2011
2038,India,Veh.Accident,12/19/2011
2039,India,Veh.Accident,12/19/2011
2040,India,Veh.Accident,12/19/2011
2041,India,Other Accident,01/01/2012
2042,India,Veh.Accident,01/01/2012
2043,India,Veh.Accident,01/06/2012
2044,India,Veh.Accident,01/06/2012
2045,India,Veh.Accident,01/06/2012
2046,India,Suicide,01/06/2012
2047,India,Veh.Accident,01/21/2012
2048,India,Suicide,03/24/2012
2049,India,Suicide,03/26/2012
2050,India,Other Accident,10/10/2012
2051,India,Veh.Accident,10/13/2012
2052,India,Other Accident,10/24/2012
2053,India,Homicide,12/09/2012
2054,India,Veh.Accident,01/01/2013
2055,India,Suicide,01/21/2013
2056,India,Suicide,02/25/2013
2057,India,Other Accident,06/04/2013
2058,India,Veh.Accident,06/29/2013
2059,India,Veh.Accident,07/22/2013
2060,India,Other Accident,08/14/2013
2061,India,Other Accident,09/12/2013
2062,Iraq,Other Accident,10/08/2011
2063,Iraq,Drowning,04/10/2013
2064,Iraq,Veh.Accident,04/04/2003
2065,Iraq,Veh.Accident,05/09/2003
2066,Iraq,Veh.Accident,07/31/2003
2067,Iraq,Terrorist Action,08/01/2003
2068,Iraq,Terrorist Action,08/05/2003
2069,Iraq,Terrorist Action,08/19/2003
2070,Iraq,Terrorist Action,08/19/2003
2071,Iraq,Terrorist Action,08/19/2003
2072,Iraq,Terrorist Action,09/03/2003
2073,Iraq,Terrorist Action,11/11/2003
2074,Iraq,Terrorist Action,11/13/2003
2075,Iraq,Veh.Accident,11/17/2003
2076,Iraq,Veh.Accident,11/18/2003
2077,Iraq,Veh.Accident,11/23/2003
2078,Iraq,Homicide,11/23/2003
2079,Iraq,Veh.Accident,12/14/2003
2080,Iraq,Terrorist Action,01/21/2004
2081,Iraq,Terrorist Action,01/27/2004
2082,Iraq,Terrorist Action,02/14/2004
2083,Iraq,Terrorist Action,02/16/2004
2084,Iraq,Veh.Accident,02/23/2004
2085,Iraq,Terrorist Action,02/28/2004
2086,Iraq,Terrorist Action,03/15/2004
2087,Iraq,Terrorist Action,03/15/2004
2088,Iraq,Terrorist Action,03/15/2004
2089,Iraq,Terrorist Action,03/16/2004
2090,Iraq,Terrorist Action,03/31/2004
2091,Iraq,Terrorist Action,03/31/2004
2092,Iraq,Terrorist Action,03/31/2004
2093,Iraq,Terrorist Action,03/31/2004
2094,Iraq,Terrorist Action,04/08/2004
2095,Iraq,Terrorist Action,04/08/2004
2096,Iraq,Terrorist Action,04/09/2004
2097,Iraq,Terrorist Action,04/09/2004
2098,Iraq,Terrorist Action,04/09/2004
2099,Iraq,Terrorist Action,04/09/2004
2100,Iraq,Terrorist Action,04/25/2004
2101,Iraq,Terrorist Action,04/25/2004
2102,Iraq,Terrorist Action,04/30/2004
2103,Iraq,Terrorist Action,04/30/2004
2104,Iraq,Terrorist Action,05/07/2004
2105,Iraq,Veh.Accident,05/08/2004
2106,Iraq,Veh.Accident,05/13/2004
2107,Iraq,Homicide,05/13/2004
2108,Iraq,Terrorist Action,05/30/2004
2109,Iraq,Terrorist Action,06/02/2004
2110,Iraq,Terrorist Action,06/05/2004
2111,Iraq,Terrorist Action,06/05/2004
2112,Iraq,Terrorist Action,06/14/2004
2113,Iraq,Terrorist Action,06/14/2004
2114,Iraq,Terrorist Action,06/17/2004
2115,Iraq,Terrorist Action,06/17/2004
2116,Iraq,Terrorist Action,06/27/2004
2117,Iraq,Terrorist Action,07/01/2004
2118,Iraq,Terrorist Action,07/19/2004
2119,Iraq,Terrorist Action,08/02/2004
2120,Iraq,Terrorist Action,08/11/2004
2121,Iraq,Terrorist Action,09/04/2004
2122,Iraq,Terrorist Action,09/10/2004
2123,Iraq,Terrorist Action,09/14/2004
2124,Iraq,Terrorist Action,09/20/2004
2125,Iraq,Terrorist Action,09/21/2004
2126,Iraq,Terrorist Action,09/28/2004
2127,Iraq,Terrorist Action,10/14/2004
2128,Iraq,Terrorist Action,10/14/2004
2129,Iraq,Terrorist Action,10/14/2004
2130,Iraq,Terrorist Action,10/14/2004
2131,Iraq,Terrorist Action,10/19/2004
2132,Iraq,Terrorist Action,10/24/2004
2133,Iraq,Terrorist Action,10/27/2004
2134,Iraq,Other Accident,11/02/2004
2135,Iraq,Terrorist Action,11/08/2004
2136,Iraq,Other Accident,11/10/2004
2137,Iraq,Terrorist Action,11/12/2004
2138,Iraq,Terrorist Action,11/14/2004
2139,Iraq,Terrorist Action,11/24/2004
2140,Iraq,Terrorist Action,12/10/2004
2141,Iraq,Terrorist Action,12/10/2004
2142,Iraq,Terrorist Action,12/21/2004
2143,Iraq,Terrorist Action,12/21/2004
2144,Iraq,Terrorist Action,12/21/2004
2145,Iraq,Terrorist Action,12/21/2004
2146,Iraq,Terrorist Action,01/03/2005
2147,Iraq,Terrorist Action,01/28/2005
2148,Iraq,Terrorist Action,01/29/2005
2149,Iraq,Terrorist Action,02/06/2005
2150,Iraq,Terrorist Action,03/03/2005
2151,Iraq,Terrorist Action,03/03/2005
2152,Iraq,Terrorist Action,03/12/2005
2153,Iraq,Veh.Accident,03/12/2005
2154,Iraq,Terrorist Action,03/13/2005
2155,Iraq,Other Accident,03/25/2005
2156,Iraq,Terrorist Action,03/25/2005
2157,Iraq,Terrorist Action,04/01/2005
2158,Iraq,Terrorist Action,04/16/2005
2159,Iraq,Terrorist Action,04/20/2005
2160,Iraq,Terrorist Action,04/20/2005
2161,Iraq,Terrorist Action,04/21/2005
2162,Iraq,Terrorist Action,04/21/2005
2163,Iraq,Terrorist Action,04/21/2005
2164,Iraq,Terrorist Action,04/21/2005
2165,Iraq,Terrorist Action,04/21/2005
2166,Iraq,Terrorist Action,04/21/2005
2167,Iraq,Terrorist Action,04/21/2005
2168,Iraq,Terrorist Action,05/07/2005
2169,Iraq,Terrorist Action,05/07/2005
2170,Iraq,Terrorist Action,05/10/2005
2171,Iraq,Terrorist Action,05/12/2005
2172,Iraq,Terrorist Action,06/03/2005
2173,Iraq,Terrorist Action,06/04/2005
2174,Iraq,Veh.Accident,06/27/2005
2175,Iraq,Terrorist Action,07/01/2005
2176,Iraq,Terrorist Action,07/03/2005
2177,Iraq,Terrorist Action,08/03/2005
2178,Iraq,Terrorist Action,08/20/2005
2179,Iraq,Terrorist Action,08/23/2005
2180,Iraq,Terrorist Action,09/04/2005
2181,Iraq,Terrorist Action,09/04/2005
2182,Iraq,Terrorist Action,09/07/2005
2183,Iraq,Terrorist Action,09/07/2005
2184,Iraq,Terrorist Action,09/07/2005
2185,Iraq,Terrorist Action,09/07/2005
2186,Iraq,Terrorist Action,09/19/2005
2187,Iraq,Terrorist Action,09/19/2005
2188,Iraq,Terrorist Action,09/19/2005
2189,Iraq,Terrorist Action,09/19/2005
2190,Iraq,Terrorist Action,09/20/2005
2191,Iraq,Terrorist Action,09/20/2005
2192,Iraq,Terrorist Action,09/20/2005
2193,Iraq,Terrorist Action,10/01/2005
2194,Iraq,Terrorist Action,10/19/2005
2195,Iraq,Homicide,10/27/2005
2196,Iraq,Terrorist Action,11/12/2005
2197,Iraq,Terrorist Action,11/17/2005
2198,Iraq,Terrorist Action,12/19/2005
2199,Iraq,Terrorist Action,12/22/2005
2200,Iraq,Terrorist Action,12/28/2005
2201,Iraq,Veh.Accident,12/30/2005
2202,Iraq,Veh.Accident,01/01/2006
2203,Iraq,Veh.Accident,01/01/2006
2204,Iraq,Veh.Accident,01/01/2006
2205,Iraq,Terrorist Action,01/01/2006
2206,Iraq,Air Accident,01/06/2006
2207,Iraq,Air Accident,01/07/2006
2208,Iraq,Air Accident,01/07/2006
2209,Iraq,Air Accident,01/07/2006
2210,Iraq,Terrorist Action,01/07/2006
2211,Iraq,Terrorist Action,01/16/2006
2212,Iraq,Terrorist Action,01/18/2006
2213,Iraq,Terrorist Action,01/18/2006
2214,Iraq,Terrorist Action,02/11/2006
2215,Iraq,Terrorist Action,03/09/2006
2216,Iraq,Terrorist Action,03/14/2006
2217,Iraq,Suicide,03/20/2006
2218,Iraq,Terrorist Action,05/02/2006
2219,Iraq,Terrorist Action,05/03/2006
2220,Iraq,Terrorist Action,05/07/2006
2221,Iraq,Other Accident,05/08/2006
2222,Iraq,Other Accident,07/02/2006
2223,Iraq,Other Accident,07/06/2006
2224,Iraq,Other Accident,07/06/2006
2225,Iraq,Terrorist Action,07/17/2006
2226,Iraq,Terrorist Action,08/18/2006
2227,Iraq,Terrorist Action,08/28/2006
2228,Iraq,Terrorist Action,09/17/2006
2229,Iraq,Terrorist Action,09/22/2006
2230,Iraq,Terrorist Action,09/25/2006
2231,Iraq,Terrorist Action,10/04/2006
2232,Iraq,Terrorist Action,10/04/2006
2233,Iraq,Terrorist Action,10/11/2006
2234,Iraq,Terrorist Action,10/22/2006
2235,Iraq,Terrorist Action,10/31/2006
2236,Iraq,Terrorist Action,11/02/2006
2237,Iraq,Terrorist Action,11/13/2006
2238,Iraq,Homicide,12/21/2006
2239,Iraq,Air Accident,01/05/2007
2240,Iraq,Other Accident,01/09/2007
2241,Iraq,Terrorist Action,01/13/2007
2242,Iraq,Terrorist Action,01/17/2007
2243,Iraq,Air Accident,01/18/2007
2244,Iraq,Air Accident,01/23/2007
2245,Iraq,Air Accident,01/23/2007
2246,Iraq,Homicide,01/23/2007
2247,Iraq,Air Accident,01/23/2007
2248,Iraq,Other Accident,01/23/2007
2249,Iraq,Other Accident,02/05/2007
2250,Iraq,Terrorist Action,03/08/2007
2251,Iraq,Terrorist Action,03/24/2007
2252,Iraq,Terrorist Action,03/27/2007
2253,Iraq,Terrorist Action,03/31/2007
2254,Iraq,Terrorist Action,04/22/2007
2255,Iraq,Homicide,06/11/2007
2256,Iraq,Terrorist Action,07/19/2007
2257,Iraq,Veh.Accident,09/18/2007
2258,Iraq,Terrorist Action,11/26/2007
2259,Iraq,Homicide,11/26/2007
2260,Iraq,Homicide,12/09/2007
2261,Iraq,Homicide,12/09/2007
2262,Iraq,Homicide,12/09/2007
2263,Iraq,Suicide,01/31/2008
2264,Iraq,Homicide,02/13/2008
2265,Iraq,Terrorist Action,02/19/2008
2266,Iraq,Terrorist Action,03/10/2008
2267,Iraq,Terrorist Action,03/15/2008
2268,Iraq,Terrorist Action,03/23/2008
2269,Iraq,Terrorist Action,03/23/2008
2270,Iraq,Terrorist Action,03/24/2008
2271,Iraq,Terrorist Action,03/26/2008
2272,Iraq,Terrorist Action,03/26/2008
2273,Iraq,Homicide,03/27/2008
2274,Iraq,Homicide,04/02/2008
2275,Iraq,Terrorist Action,04/11/2008
2276,Iraq,Other Accident,04/21/2008
2277,Iraq,Homicide,04/28/2008
2278,Iraq,Veh.Accident,05/02/2008
2279,Iraq,Terrorist Action,05/05/2008
2280,Iraq,Suicide,06/13/2008
2281,Iraq,Veh.Accident,06/19/2008
2282,Iraq,Homicide,06/24/2008
2283,Iraq,Terrorist Action,07/05/2008
2284,Iraq,Terrorist Action,07/07/2008
2285,Iraq,Veh.Accident,07/07/2008
2286,Iraq,Other Accident,12/05/2008
2287,Iraq,Homicide,05/22/2009
2288,Iraq,Other Accident,05/22/2009
2289,Iraq,Other Accident,07/17/2009
2290,Iraq,Homicide,07/17/2009
2291,Iraq,Veh.Accident,09/13/2009
2292,Iraq,Homicide,09/27/2009
2293,Iraq,Homicide,01/23/2010
2294,Iraq,Veh.Accident,03/13/2010
2295,Iraq,Terrorist Action,06/17/2010
2296,Iraq,Air Accident,07/23/2010
2297,Iraq,Air Accident,02/04/2011
2298,Iraq,Air Accident,02/04/2011
2299,Iraq,Veh.Accident,02/04/2011
2300,Iraq,Veh.Accident,05/23/2011
2301,Iraq,Homicide,05/23/2011
2302,Iraq,Terrorist Action,05/31/2011
2303,Iraq,Homicide,06/23/2011
2304,Iraq,Homicide,09/04/2011
2305,Iraq,Homicide,09/04/2011
2306,Iraq,Homicide,03/01/2012
2307,Iraq,Drowning,10/11/2012
2308,Italy,Veh.Accident,06/05/2018
2309,Italy,Other Accident,11/04/2002
2310,Italy,Suicide,11/13/2002
2311,Italy,Other Accident,11/30/2002
2312,Italy,Suicide,01/04/2003
2313,Italy,Veh.Accident,05/07/2003
2314,Italy,Veh.Accident,06/17/2003
2315,Italy,Veh.Accident,06/29/2003
2316,Italy,Veh.Accident,08/24/2003
2317,Italy,Veh.Accident,09/19/2003
2318,Italy,Veh.Accident,10/29/2003
2319,Italy,Drug-Related,12/01/2003
2320,Italy,Suicide,01/24/2004
2321,Italy,Homicide,01/29/2004
2322,Italy,Veh.Accident,03/14/2004
2323,Italy,Other Accident,03/21/2004
2324,Italy,Veh.Accident,05/01/2004
2325,Italy,Suicide,05/08/2004
2326,Italy,Suicide,05/16/2004
2327,Italy,Suicide,05/17/2004
2328,Italy,Other Accident,05/20/2004
2329,Italy,Other Accident,05/24/2004
2330,Italy,Suicide,05/30/2004
2331,Italy,Other Accident,06/13/2004
2332,Italy,Veh.Accident,07/03/2004
2333,Italy,Suicide,07/13/2004
2334,Italy,Other Accident,07/27/2004
2335,Italy,Veh.Accident,08/22/2004
2336,Italy,Drowning,09/07/2004
2337,Italy,Veh.Accident,10/13/2004
2338,Italy,Veh.Accident,01/25/2005
2339,Italy,Veh.Accident,02/04/2005
2340,Italy,Drowning,03/06/2005
2341,Italy,Suicide,03/26/2005
2342,Italy,Air Accident,05/01/2005
2343,Italy,Drowning,07/06/2005
2344,Italy,Veh.Accident,07/26/2005
2345,Italy,Veh.Accident,07/31/2005
2346,Italy,Veh.Accident,07/31/2005
2347,Italy,Other Accident,07/31/2005
2348,Italy,Veh.Accident,08/03/2005
2349,Italy,Maritime Accident,08/09/2005
2350,Italy,Veh.Accident,08/10/2005
2351,Italy,Other Accident,08/20/2005
2352,Italy,Veh.Accident,10/01/2005
2353,Italy,Veh.Accident,10/20/2005
2354,Italy,Other Accident,11/20/2005
2355,Italy,Veh.Accident,02/19/2006
2356,Italy,Veh.Accident,04/29/2006
2357,Italy,Drowning,07/04/2006
2358,Italy,Other Accident,07/25/2006
2359,Italy,Veh.Accident,09/02/2006
2360,Italy,Veh.Accident,10/07/2006
2361,Italy,Homicide,10/14/2006
2362,Italy,Suicide,01/09/2007
2363,Italy,Other Accident,02/06/2007
2364,Italy,Veh.Accident,05/01/2007
2365,Italy,Suicide,06/09/2007
2366,Italy,Homicide,06/16/2007
2367,Italy,Suicide,09/02/2007
2368,Italy,Drowning,09/24/2007
2369,Italy,Suicide,01/21/2008
2370,Italy,Suicide,01/24/2008
2371,Italy,Veh.Accident,03/27/2008
2372,Italy,Suicide,05/23/2008
2373,Italy,Suicide,06/19/2008
2374,Italy,Drowning,07/14/2008
2375,Italy,Other Accident,10/23/2008
2376,Italy,Suicide,10/26/2008
2377,Italy,Suicide,12/20/2008
2378,Italy,Other Accident,01/15/2009
2379,Italy,Veh.Accident,03/26/2009
2380,Italy,Veh.Accident,07/11/2009
2381,Italy,Veh.Accident,07/11/2009
2382,Italy,Suicide,10/10/2009
2383,Italy,Veh.Accident,10/17/2009
2384,Italy,Other Accident,10/29/2009
2385,Italy,Veh.Accident,11/04/2009
2386,Italy,Other Accident,11/10/2009
2387,Italy,Other Accident,11/13/2009
2388,Italy,Suicide,11/17/2009
2389,Italy,Other Accident,12/01/2009
2390,Italy,Suicide,04/01/2010
2391,Italy,Suicide,04/14/2010
2392,Italy,Drowning,04/16/2010
2393,Italy,Veh.Accident,05/16/2010
2394,Italy,Veh.Accident,06/01/2010
2395,Italy,Other Accident,06/30/2010
2396,Italy,Other Accident,07/20/2010
2397,Italy,Other Accident,07/22/2010
2398,Italy,Air Accident,08/19/2010
2399,Italy,Air Accident,09/29/2010
2400,Italy,Suicide,09/29/2010
2401,Italy,Other Accident,10/04/2010
2402,Italy,Drowning,10/24/2010
2403,Italy,Veh.Accident,10/30/2010
2404,Italy,Suicide,12/05/2010
2405,Italy,Drowning,12/24/2010
2406,Italy,Other Accident,02/18/2011
2407,Italy,Other Accident,02/19/2011
2408,Italy,Homicide,04/26/2011
2409,Italy,Other Accident,05/27/2011
2410,Italy,Veh.Accident,08/13/2011
2411,Italy,Maritime Accident,10/02/2011
2412,Italy,Maritime Accident,01/13/2012
2413,Italy,Veh.Accident,01/13/2012
2414,Italy,Veh.Accident,03/25/2012
2415,Italy,Veh.Accident,04/06/2012
2416,Italy,Other Accident,10/19/2012
2417,Italy,Veh.Accident,11/21/2012
2418,Italy,Other Accident,11/22/2012
2419,Italy,Drug-Related,12/08/2012
2420,Italy,Veh.Accident,01/16/2013
2421,Italy,Drowning,02/15/2013
2422,Italy,Veh.Accident,03/13/2013
2423,Italy,Other Accident,05/24/2013
2424,Italy,Drowning,06/11/2013
2425,Italy,Suicide,07/28/2013
2426,Italy,Suicide,08/01/2013
2427,Italy,Other Accident,08/12/2013
2428,Italy,Veh.Accident,09/01/2013
2429,Italy,Other Accident,09/06/2013
2430,Jamaica,Suicide,10/28/2017
2431,Jamaica,Homicide,10/01/2002
2432,Jamaica,Drug-Related,10/28/2002
2433,Jamaica,Natural Disaster,11/01/2002
2434,Jamaica,Drug-Related,11/19/2002
2435,Jamaica,Drowning,11/24/2002
2436,Jamaica,Veh.Accident,12/08/2002
2437,Jamaica,Homicide,12/25/2002
2438,Jamaica,Veh.Accident,12/30/2002
2439,Jamaica,Homicide,01/18/2003
2440,Jamaica,Homicide,03/03/2003
2441,Jamaica,Drowning,04/11/2003
2442,Jamaica,Veh.Accident,04/27/2003
2443,Jamaica,Drowning,05/18/2003
2444,Jamaica,Drowning,05/19/2003
2445,Jamaica,Veh.Accident,05/26/2003
2446,Jamaica,Drug-Related,06/11/2003
2447,Jamaica,Other Accident,09/10/2003
2448,Jamaica,Homicide,10/06/2003
2449,Jamaica,Homicide,12/28/2003
2450,Jamaica,Homicide,01/01/2004
2451,Jamaica,Homicide,01/01/2004
2452,Jamaica,Veh.Accident,01/19/2004
2453,Jamaica,Homicide,04/29/2004
2454,Jamaica,Suicide,05/23/2004
2455,Jamaica,Homicide,07/28/2004
2456,Jamaica,Other Accident,08/05/2004
2457,Jamaica,Suicide,08/08/2004
2458,Jamaica,Drowning,11/21/2004
2459,Jamaica,Other Accident,12/27/2004
2460,Jamaica,Drowning,02/22/2005
2461,Jamaica,Drowning,04/13/2005
2462,Jamaica,Veh.Accident,05/10/2005
2463,Jamaica,Homicide,05/18/2005
2464,Jamaica,Veh.Accident,05/21/2005
2465,Jamaica,Homicide,06/03/2005
2466,Jamaica,Drowning,03/26/2006
2467,Jamaica,Homicide,07/17/2006
2468,Jamaica,Homicide,08/19/2006
2469,Jamaica,Drowning,09/27/2006
2470,Jamaica,Drowning,01/09/2007
2471,Jamaica,Drowning,01/24/2007
2472,Jamaica,Drowning,02/10/2007
2473,Jamaica,Drowning,03/04/2007
2474,Jamaica,Veh.Accident,03/11/2007
2475,Jamaica,Veh.Accident,04/09/2007
2476,Jamaica,Other Accident,04/09/2007
2477,Jamaica,Homicide,05/02/2007
2478,Jamaica,Veh.Accident,05/13/2007
2479,Jamaica,Drowning,05/18/2007
2480,Jamaica,Drowning,02/17/2008
2481,Jamaica,Homicide,04/06/2008
2482,Jamaica,Maritime Accident,09/22/2008
2483,Jamaica,Homicide,12/10/2008
2484,Jamaica,Veh.Accident,01/06/2009
2485,Jamaica,Veh.Accident,02/01/2009
2486,Jamaica,Maritime Accident,02/13/2009
2487,Jamaica,Homicide,03/04/2009
2488,Jamaica,Homicide,03/08/2009
2489,Jamaica,Maritime Accident,03/22/2009
2490,Jamaica,Veh.Accident,04/26/2009
2491,Jamaica,Homicide,05/11/2009
2492,Jamaica,Drowning,07/17/2009
2493,Jamaica,Drowning,07/24/2009
2494,Jamaica,Maritime Accident,08/28/2009
2495,Jamaica,Drowning,09/21/2009
2496,Jamaica,Homicide,10/18/2009
2497,Jamaica,Veh.Accident,10/30/2009
2498,Jamaica,Veh.Accident,12/07/2009
2499,Jamaica,Maritime Accident,12/28/2009
2500,Jamaica,Homicide,12/30/2009
2501,Jamaica,Homicide,02/05/2010
2502,Jamaica,Drug-Related,02/15/2010
2503,Jamaica,Drowning,02/18/2010
2504,Jamaica,Veh.Accident,06/25/2010
2505,Jamaica,Veh.Accident,08/05/2010
2506,Jamaica,Drowning,08/05/2010
2507,Jamaica,Drowning,08/11/2010
2508,Jamaica,Drowning,08/20/2010
2509,Jamaica,Veh.Accident,08/29/2010
2510,Jamaica,Homicide,09/16/2010
2511,Jamaica,Homicide,10/16/2010
2512,Jamaica,Veh.Accident,11/29/2010
2513,Jamaica,Homicide,12/02/2010
2514,Jamaica,Drowning,12/20/2010
2515,Jamaica,Drowning,01/17/2011
2516,Jamaica,Suicide,01/18/2011
2517,Jamaica,Veh.Accident,01/27/2011
2518,Jamaica,Drowning,02/04/2011
2519,Jamaica,Homicide,02/08/2011
2520,Jamaica,Drowning,02/13/2011
2521,Jamaica,Drug-Related,02/20/2011
2522,Jamaica,Drowning,03/11/2011
2523,Jamaica,Veh.Accident,03/28/2011
2524,Jamaica,Drowning,04/10/2011
2525,Jamaica,Veh.Accident,05/12/2011
2526,Jamaica,Drug-Related,05/17/2011
2527,Jamaica,Other Accident,07/05/2011
2528,Jamaica,Homicide,07/09/2011
2529,Jamaica,Veh.Accident,08/16/2011
2530,Jamaica,Veh.Accident,08/20/2011
2531,Jamaica,Homicide,09/01/2011
2532,Jamaica,Other Accident,09/03/2011
2533,Jamaica,Maritime Accident,10/19/2011
2534,Jamaica,Maritime Accident,10/20/2011
2535,Jamaica,Veh.Accident,11/23/2011
2536,Jamaica,Drowning,11/30/2011
2537,Jamaica,Suicide,12/06/2011
2538,Jamaica,Other Accident,12/08/2011
2539,Jamaica,Homicide,12/29/2011
2540,Jamaica,Drowning,12/30/2011
2541,Jamaica,Drowning,01/11/2012
2542,Jamaica,Homicide,01/23/2012
2543,Jamaica,Drowning,01/23/2012
2544,Jamaica,Suicide,02/03/2012
2545,Jamaica,Veh.Accident,03/01/2012
2546,Jamaica,Veh.Accident,03/25/2012
2547,Jamaica,Suicide,05/18/2012
2548,Jamaica,Homicide,06/13/2012
2549,Jamaica,Homicide,07/05/2012
2550,Jamaica,Veh.Accident,07/14/2012
2551,Jamaica,Drowning,07/20/2012
2552,Jamaica,Homicide,08/26/2012
2553,Jamaica,Maritime Accident,11/27/2012
2554,Jamaica,Veh.Accident,12/13/2012
2555,Jamaica,Veh.Accident,01/02/2013
2556,Jamaica,Veh.Accident,01/02/2013
